id,case_number,date,block,iucr,primary_type,description,location_description,arrest,domestic,beat,district,ward,community_area,fbi_code,x_coordinate,y_coordinate,year,updated_on,latitude,longitude,location,:@computed_region_awaf_s7ux,:@computed_region_6mkv_f3dw,:@computed_region_vrxf_vc4k,:@computed_region_bdys_3d7i,:@computed_region_43wa_7qmu,:@computed_region_rpca_8um6,:@computed_region_d9mm_jgwp,:@computed_region_d3ds_rm58,:@computed_region_8hcu_yrd4
14260753,JK331955,2026-07-13T15:59:00.000,029XX W MC LEAN AVE,0460,BATTERY,SIMPLE,RESIDENCE,False,False,1414,014,1,22,08B,1156491,1913531,2026,2026-07-21T15:48:08.000,41.918511532,-87.700466322,"{'latitude': '41.918511532', 'longitude': '-87.700466322', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",15,22535,23,322,41,1,7,182,1
14261602,JK331910,2026-07-13T15:58:00.000,127XX S PEORIA ST,0560,ASSAULT,SIMPLE,RESIDENCE,False,True,0523,005,9,53,08A,1172651,1820335,2026,2026-07-21T15:48:08.000,41.662428961,-87.643839507,"{'latitude': '41.662428961', 'longitude': '-87.643839507', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",45,22212,50,7,22,27,10,218,11
14260809,JK331890,2026-07-13T15:47:00.000,075XX N WESTERN AVE,0520,ASSAULT,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,STREET,False,False,2411,024,50,2,04A,1159016,1950081,2026,2026-07-21T15:48:08.000,42.018755068,-87.690181171,"{'latitude': '42.018755068', 'longitude': '-87.690181171', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,22528,20,341,5,12,11,35,49
14260707,JK331899,2026-07-13T15:41:00.000,022XX W PERSHING RD,1330,CRIMINAL TRESPASS,TO LAND,PARK PROPERTY,False,False,0912,009,12,59,26,1162169,1878783,2026,2026-07-21T15:48:08.000,41.823042962,-87.68057571,"{'latitude': '41.823042962', 'longitude': '-87.68057571', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",26,14924,56,719,1,37,23,165,12
14260625,JK332017,2026-07-13T15:30:00.000,072XX S SOUTH SHORE DR,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,OTHER (SPECIFY),False,True,0334,003,7,43,26,1194878,1857803,2026,2026-07-21T15:48:08.000,41.764728045,-87.561272312,"{'latitude': '41.764728045', 'longitude': '-87.561272312', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",43,22538,39,417,37,24,18,213,5
14260641,JK331885,2026-07-13T15:30:00.000,035XX N RETA AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,1924,019,44,6,07,1169966,1923690,2026,2026-07-21T15:48:08.000,41.94610475,-87.650661051,"{'latitude': '41.94610475', 'longitude': '-87.650661051', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",38,4449,57,211,25,22,5,28,44
14260663,JK331923,2026-07-13T15:30:00.000,059XX S COTTAGE GROVE AVE,0460,BATTERY,SIMPLE,GAS STATION,False,False,0233,002,20,40,08B,1182584,1866014,2026,2026-07-21T15:48:08.000,41.787553774,-87.606078091,"{'latitude': '41.787553774', 'longitude': '-87.606078091', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",32,22260,8,401,33,60,24,132,3
14260776,JK331959,2026-07-13T15:30:00.000,027XX S THROOP ST,4650,OTHER OFFENSE,SEX OFFENDER - FAIL TO REGISTER,SIDEWALK,True,False,0913,009,11,60,26,1169113,1886607,2026,2026-07-21T15:48:08.000,41.84436517,-87.654874222,"{'latitude': '41.84436517', 'longitude': '-87.654874222', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",26,14920,58,59,48,43,23,162,7
14260916,JK331933,2026-07-13T15:30:00.000,002XX W VAN BUREN ST,0820,THEFT,$500 AND UNDER,RESIDENCE,False,False,0122,001,34,32,06,1174617,1898485,2026,2026-07-21T15:48:08.000,41.87683815,-87.634320718,"{'latitude': '41.87683815', 'longitude': '-87.634320718', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",48,14917,38,92,36,46,22,79,34
14261350,JK332678,2026-07-13T15:30:00.000,079XX S ST LAWRENCE AVE,0560,ASSAULT,SIMPLE,APARTMENT,False,True,0624,006,6,44,08A,1181612,1852496,2026,2026-07-21T15:48:08.000,41.750481539,-87.61005877,"{'latitude': '41.750481539', 'longitude': '-87.61005877', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",31,21546,40,11,32,61,20,227,4
14261629,JK331908,2026-07-13T15:30:00.000,067XX S THROOP ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,0724,007,17,67,08B,1168820,1860048,2026,2026-07-21T15:48:08.000,41.77149074,-87.656716814,"{'latitude': '41.77149074', 'longitude': '-87.656716814', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",17,22257,65,21,31,23,17,203,17
14260676,JK331872,2026-07-13T15:28:00.000,034XX W GRENSHAW ST,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,False,True,1133,011,24,29,26,1153622,1894845,2026,2026-07-21T15:48:08.000,41.867292938,-87.71150487,"{'latitude': '41.867292938', 'longitude': '-87.71150487', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",36,21572,30,98,14,30,16,141,24
14265217,JK336959,2026-07-13T15:26:00.000,006XX N MC CLURG CT,0860,THEFT,RETAIL THEFT,CONVENIENCE STORE,False,False,1834,018,2,8,06,1179089,1904354,2026,2026-07-21T15:48:08.000,41.892841858,-87.617721411,"{'latitude': '41.892841858', 'longitude': '-87.617721411', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",22,21182,37,159,36,6,14,74,2
14260749,JK331939,2026-07-13T15:25:00.000,062XX S MULLIGAN AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,False,False,0812,008,13,64,05,1135152,1862427,2026,2026-07-21T15:48:08.000,41.778679724,-87.780078315,"{'latitude': '41.778679724', 'longitude': '-87.780078315', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",35,22268,62,265,15,7,13,272,13
14261507,JK332854,2026-07-13T15:25:00.000,085XX S WOOD ST,1330,CRIMINAL TRESPASS,TO LAND,SCHOOL - PUBLIC BUILDING,False,False,0614,006,18,71,26,1165836,1848051,2026,2026-07-21T15:48:08.000,41.738633189,-87.667995263,"{'latitude': '41.738633189', 'longitude': '-87.667995263', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",6,21554,70,532,13,59,20,237,18
14260659,JK331990,2026-07-13T15:22:00.000,003XX W 64TH ST,0460,BATTERY,SIMPLE,HOSPITAL BUILDING / GROUNDS,False,False,0722,007,20,68,08B,1175044,1862506,2026,2026-07-21T15:48:08.000,41.778099133,-87.633828531,"{'latitude': '41.778099133', 'longitude': '-87.633828531', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",53,21559,66,435,4,11,17,201,4
14260592,JK331836,2026-07-13T15:20:00.000,022XX W OGDEN AVE,051A,ASSAULT,AGGRAVATED - HANDGUN,CTA BUS STOP,False,False,1225,012,28,28,04A,1161536,1895062,2026,2026-07-21T15:48:08.000,41.867727423,-87.682445321,"{'latitude': '41.867727423', 'longitude': '-87.682445321', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",8,21184,29,5,23,28,15,139,28
14260722,JK331901,2026-07-13T15:15:00.000,043XX S ARCHER AVE,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,False,False,0821,008,12,58,06,1155614,1875367,2026,2026-07-21T15:48:08.000,41.813803157,-87.704715262,"{'latitude': '41.813803157', 'longitude': '-87.704715262', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",49,22248,55,640,8,56,13,103,12
14260585,JK331832,2026-07-13T15:02:00.000,034XX N MONTICELLO AVE,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,RESIDENCE,False,False,1732,017,30,21,26,1151446,1922711,2026,2026-07-21T15:48:08.000,41.943802882,-87.718760412,"{'latitude': '41.943802882', 'longitude': '-87.718760412', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",15,21538,22,138,21,39,1,20,30
14260552,JK331875,2026-07-13T15:00:00.000,046XX S WOODLAWN AVE,0820,THEFT,$500 AND UNDER,RESIDENCE - YARD (FRONT / BACK),False,False,0222,002,4,39,06,1185024,1874594,2026,2026-07-21T15:48:08.000,41.811040975,-87.596862222,"{'latitude': '41.811040975', 'longitude': '-87.596862222', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1,4301,5,395,10,36,24,113,9
14260643,JK331823,2026-07-13T15:00:00.000,012XX S SPAULDING AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,True,1022,010,24,29,14,1154556,1894352,2026,2026-07-21T15:48:08.000,41.865921476,-87.708089182,"{'latitude': '41.865921476', 'longitude': '-87.708089182', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",36,21569,30,34,14,57,21,153,24
14260678,JK331852,2026-07-13T15:00:00.000,018XX N LOWELL AVE,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,False,False,2534,025,26,20,05,1147099,1911926,2026,2026-07-21T15:48:08.000,41.914292259,-87.735014722,"{'latitude': '41.914292259', 'longitude': '-87.735014722', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",7,22615,21,135,12,2,6,194,26
14260742,JK332076,2026-07-13T15:00:00.000,006XX E 37TH ST,0810,THEFT,OVER $500,PARK PROPERTY,False,False,0212,002,4,36,06,1181130,1880539,2026,2026-07-21T15:48:08.000,41.827445194,-87.61096161,"{'latitude': '41.827445194', 'longitude': '-87.61096161', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1,4301,2,582,10,36,24,101,9
14260783,JK331887,2026-07-13T15:00:00.000,005XX N MICHIGAN AVE,0460,BATTERY,SIMPLE,SIDEWALK,True,False,1834,018,42,8,08B,1177348,1903717,2026,2026-07-21T15:48:08.000,41.891133566,-87.624134682,"{'latitude': '41.891133566', 'longitude': '-87.624134682', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",22,21182,37,159,36,6,14,74,42
14260786,JK331840,2026-07-13T15:00:00.000,028XX E 77TH PL,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,0421,004,7,43,08B,1196828,1854267,2026,2026-07-21T15:48:08.000,41.754976764,-87.55424256,"{'latitude': '41.754976764', 'longitude': '-87.55424256', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",43,22538,39,421,37,24,19,225,5
14260819,JK331938,2026-07-13T15:00:00.000,065XX W BRYN MAWR AVE,1570,SEX OFFENSE,PUBLIC INDECENCY,SCHOOL - PUBLIC GROUNDS,False,False,1612,016,41,10,17,1131583,1936817,2026,2026-07-21T15:48:08.000,41.98287878,-87.791440835,"{'latitude': '41.98287878', 'longitude': '-87.791440835', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",34,22243,36,699,29,31,12,45,41
14261468,JK332900,2026-07-13T15:00:00.000,052XX N ROCKWELL ST,0760,BURGLARY,BURGLARY FROM MOTOR VEHICLE,STREET,False,False,2011,020,40,4,06,1158077,1934548,2026,2026-07-21T15:48:08.000,41.976151231,-87.694063286,"{'latitude': '41.976151231', 'longitude': '-87.694063286', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",46,21849,6,28,24,20,2,57,40
14262442,JK332801,2026-07-13T15:00:00.000,096XX S EWING AVE,0820,THEFT,$500 AND UNDER,OTHER (SPECIFY),False,False,0432,004,10,52,06,1202114,1841897,2026,2026-07-21T15:48:08.000,41.720899664,-87.535291712,"{'latitude': '41.720899664', 'longitude': '-87.535291712', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",47,21202,49,528,47,25,19,247,6
14263853,JK335792,2026-07-13T15:00:00.000,042XX N SACRAMENTO AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,1724,017,33,16,07,1155620,1928096,2026,2026-07-21T15:48:08.000,41.958496529,-87.703273154,"{'latitude': '41.958496529', 'longitude': '-87.703273154', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2,21538,16,214,20,39,1,13,33
14260864,JK331781,2026-07-13T14:55:00.000,034XX N SEMINARY AVE,0820,THEFT,$500 AND UNDER,APARTMENT,False,False,1924,019,44,6,06,1168340,1922941,2026,2026-07-21T15:48:08.000,41.944084843,-87.656659384,"{'latitude': '41.944084843', 'longitude': '-87.656659384', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",38,4449,57,710,25,22,5,28,44
14260658,JK331792,2026-07-13T14:54:00.000,060XX N MILWAUKEE AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,APARTMENT,False,True,1611,016,39,10,26,1134290,1939640,2026,2026-07-21T15:48:08.000,41.990577911,-87.781417993,"{'latitude': '41.990577911', 'longitude': '-87.781417993', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",20,22532,36,656,38,18,12,34,39
14260997,JK331985,2026-07-13T14:54:00.000,061XX S INDIANA AVE,1710,OFFENSE INVOLVING CHILDREN,ENDANGERING LIFE / HEALTH OF CHILD,SIDEWALK,False,True,0311,003,20,40,20,1178648,1864499,2026,2026-07-21T15:48:08.000,41.783486919,-87.62055566,"{'latitude': '41.783486919', 'longitude': '-87.62055566', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",53,22260,7,404,4,60,18,251,20
14260696,JK331886,2026-07-13T14:47:00.000,004XX N PINE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,ALLEY,False,False,1523,015,37,25,14,1139463,1902352,2026,2026-07-21T15:48:08.000,41.888162809,-87.763302262,"{'latitude': '41.888162809', 'longitude': '-87.763302262', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11,22216,26,673,45,32,25,84,37
14260558,JK331774,2026-07-13T14:46:00.000,002XX S LOTUS AVE,2014,NARCOTICS,MANUFACTURE / DELIVER -  HEROIN (WHITE),SIDEWALK,True,False,1522,015,29,25,18,1139923,1898327,2026,2026-07-21T15:48:08.000,41.877109297,-87.761711414,"{'latitude': '41.877109297', 'longitude': '-87.761711414', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",52,22216,26,68,7,32,25,97,29
14260546,JK331798,2026-07-13T14:45:00.000,105XX S MAPLEWOOD AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,True,True,2211,022,19,72,08B,1161246,1834581,2026,2026-07-21T15:48:08.000,41.701765415,-87.685183698,"{'latitude': '41.701765415', 'longitude': '-87.685183698', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",33,4447,71,553,42,33,9,254,19
14260669,JK331788,2026-07-13T14:45:00.000,012XX W LELAND AVE,0460,BATTERY,SIMPLE,STREET,False,False,1913,019,46,3,08B,1167324,1931353,2026,2026-07-21T15:48:08.000,41.967189655,-87.660150847,"{'latitude': '41.967189655', 'longitude': '-87.660150847', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",37,22616,31,611,39,15,5,6,46
14260936,JK331950,2026-07-13T14:44:00.000,038XX N MILWAUKEE CT,0820,THEFT,$500 AND UNDER,RESIDENCE,False,False,1731,017,45,15,06,1144597,1925269,2026,2026-07-21T15:48:08.000,41.950954249,-87.743869739,"{'latitude': '41.950954249', 'longitude': '-87.743869739', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",25,22618,15,139,50,21,1,25,45
14260657,JK331779,2026-07-13T14:42:00.000,006XX W 60TH ST,0495,BATTERY,AGGRAVATED OF A SENIOR CITIZEN,RESIDENCE,False,False,0711,007,16,68,04B,1173084,1864878,2026,2026-07-21T15:48:08.000,41.784651694,-87.640943917,"{'latitude': '41.784651694', 'longitude': '-87.640943917', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",53,21559,66,22,4,11,17,135,16
14271359,JK344647,2026-07-13T14:40:00.000,056XX S CALIFORNIA AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,RESIDENCE,False,False,0824,008,15,63,11,1158669,1867197,2026,2026-07-25T16:47:30.000,41.79132173,-87.693732214,"{'latitude': '41.79132173', 'longitude': '-87.693732214', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",19,21867,61,764,2,58,13,269,15
14260739,JK332145,2026-07-13T14:40:00.000,0000X N STATE ST,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,True,False,0112,001,34,32,06,1176362,1900577,2026,2026-07-21T15:48:08.000,41.882539542,-87.627850543,"{'latitude': '41.882539542', 'longitude': '-87.627850543', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",22,14310,38,92,36,41,22,93,34
14260566,JK331787,2026-07-13T14:36:00.000,079XX S HALSTED ST,1811,NARCOTICS,POSSESS - CANNABIS 30 GRAMS OR LESS,SIDEWALK,True,False,0621,006,17,71,18,1172343,1852285,2026,2026-07-21T15:48:08.000,41.750111323,-87.644030737,"{'latitude': '41.750111323', 'longitude': '-87.644030737', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",17,21554,70,487,31,59,20,229,17
14260954,JK331790,2026-07-13T14:33:00.000,059XX W ROOSEVELT RD,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,1513,015,29,25,08B,1136747,1894064,2026,2026-07-21T15:48:08.000,41.865468486,-87.773475043,"{'latitude': '41.865468486', 'longitude': '-87.773475043', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,4458,,,,,,,
14260733,JK331811,2026-07-13T14:30:00.000,032XX W 47TH PL,1330,CRIMINAL TRESPASS,TO LAND,MEDICAL / DENTAL OFFICE,False,False,0821,008,14,58,26,1155564,1872817,2026,2026-07-21T15:48:08.000,41.806806619,-87.704967059,"{'latitude': '41.806806619', 'longitude': '-87.704967059', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",49,22248,55,85,8,56,13,103,14
14260958,JK332024,2026-07-13T14:30:00.000,068XX S EAST END AVE,0850,THEFT,ATTEMPT THEFT,APARTMENT,False,True,0332,003,5,43,06,1188715,1859979,2026,2026-07-21T15:48:08.000,41.77084875,-87.583791514,"{'latitude': '41.77084875', 'longitude': '-87.583791514', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",32,22538,39,381,33,24,18,212,3
14264058,JK336092,2026-07-13T14:30:00.000,062XX S ELLIS AVE,0810,THEFT,OVER $500,APARTMENT,False,False,0313,003,20,42,06,1183961,1863890,2026,2026-07-21T15:48:08.000,41.78169326,-87.601095597,"{'latitude': '41.78169326', 'longitude': '-87.601095597', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",53,22260,9,470,4,60,18,275,20
14260506,JK331714,2026-07-13T14:23:00.000,075XX S EVANS AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,0624,006,6,69,14,1182531,1855146,2026,2026-07-21T15:48:08.000,41.757732168,-87.606609135,"{'latitude': '41.757732168', 'longitude': '-87.606609135', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",31,21546,67,496,32,61,20,227,4
14260631,JK331786,2026-07-13T14:22:00.000,116XX S AVENUE M,0560,ASSAULT,SIMPLE,RESIDENCE,False,False,0433,004,10,55,08A,1201591,1828397,2026,2026-07-21T15:48:08.000,41.683867795,-87.537664136,"{'latitude': '41.683867795', 'longitude': '-87.537664136', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",47,21202,52,787,47,25,19,259,6
14263195,JK334273,2026-07-13T14:19:00.000,033XX W BELMONT AVE,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,False,False,1733,017,35,21,06,1153368,1921084,2026,2026-07-21T15:48:08.000,41.939300241,-87.711739358,"{'latitude': '41.939300241', 'longitude': '-87.711739358', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",15,21538,22,216,12,39,1,23,35
14260571,JK331769,2026-07-13T14:17:00.000,007XX N WELLS ST,0530,ASSAULT,AGGRAVATED - OTHER DANGEROUS WEAPON,STREET,True,False,1831,018,42,8,04A,1174597,1905472,2026,2026-07-21T15:48:08.000,41.896011332,-87.634185138,"{'latitude': '41.896011332', 'longitude': '-87.634185138', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",22,4446,37,670,11,55,14,72,42
14260591,JK331762,2026-07-13T14:14:00.000,076XX S VINCENNES AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,0623,006,17,69,14,1175515,1854490,2026,2026-07-21T15:48:08.000,41.756091788,-87.632341337,"{'latitude': '41.756091788', 'longitude': '-87.632341337', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",17,21554,67,495,31,59,20,228,17
14265992,JK338352,2026-07-13T14:13:00.000,054XX N SHERIDAN RD,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,APARTMENT,False,False,2023,020,48,77,11,1168658,1936265,2026,2026-07-21T15:48:08.000,41.980639456,-87.65510293,"{'latitude': '41.980639456', 'longitude': '-87.65510293', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",40,22616,76,143,16,15,2,47,48
14268434,JK340606,2026-07-13T14:05:00.000,032XX S ASHLAND AVE,0890,THEFT,FROM BUILDING,COMMERCIAL / BUSINESS OFFICE,False,False,0912,009,12,59,06,1166196,1883173,2026,2026-07-22T15:42:16.000,41.835004671,-87.665677054,"{'latitude': '41.835004671', 'longitude': '-87.665677054', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",26,14920,56,192,1,43,23,165,12
14261040,JK332214,2026-07-13T14:03:00.000,007XX N RUSH ST,0870,THEFT,POCKET-PICKING,SIDEWALK,False,False,1833,018,2,8,06,1176964,1905536,2026,2026-07-21T15:48:08.000,41.896133693,-87.625489799,"{'latitude': '41.896133693', 'longitude': '-87.625489799', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",22,21182,37,626,36,6,14,71,2
14260588,JK331728,2026-07-13T14:02:00.000,012XX W 73RD PL,1822,NARCOTICS,MANUFACTURE / DELIVER - CANNABIS OVER 10 GRAMS,RESIDENCE - PORCH / HALLWAY,True,False,0734,007,17,67,18,1169121,1856039,2026,2026-07-21T15:48:08.000,41.760483026,-87.65572922,"{'latitude': '41.760483026', 'longitude': '-87.65572922', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",17,22257,65,408,31,23,17,216,17
14260555,JK331749,2026-07-13T14:00:00.000,044XX S DREXEL BLVD,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,0221,002,4,39,14,1182936,1875860,2026,2026-07-21T15:48:08.000,41.814563821,-87.604481355,"{'latitude': '41.814563821', 'longitude': '-87.604481355', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1,4301,5,398,10,36,24,114,9
14260632,JK332036,2026-07-13T14:00:00.000,087XX S HALSTED ST,0820,THEFT,$500 AND UNDER,CTA BUS,False,False,2223,022,21,71,06,1172503,1846954,2026,2026-07-21T15:48:08.000,41.735478834,-87.643601006,"{'latitude': '41.735478834', 'longitude': '-87.643601006', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",18,21554,70,533,13,59,9,243,21
14260724,JK332022,2026-07-13T14:00:00.000,003XX E 50TH ST,0820,THEFT,$500 AND UNDER,APARTMENT,False,True,0224,002,3,38,06,1179431,1871947,2026,2026-07-21T15:48:08.000,41.803907074,-87.617457544,"{'latitude': '41.803907074', 'longitude': '-87.617457544', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12,21192,4,449,9,10,24,107,8
14261331,JK332568,2026-07-13T14:00:00.000,018XX N DAMEN AVE,0760,BURGLARY,BURGLARY FROM MOTOR VEHICLE,STREET,False,False,1434,014,32,22,06,1162734,1912337,2026,2026-07-21T15:48:08.000,41.915106402,-87.677562567,"{'latitude': '41.915106402', 'longitude': '-87.677562567', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",16,21560,23,178,40,1,7,192,32
14261357,JK332710,2026-07-13T14:00:00.000,021XX E 79TH ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,RESIDENCE - YARD (FRONT / BACK),False,False,0414,004,8,43,07,1191751,1853008,2026,2026-07-21T15:48:08.000,41.75164662,-87.572888766,"{'latitude': '41.75164662', 'longitude': '-87.572888766', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",9,21202,39,420,35,24,19,222,10
14262191,JK333190,2026-07-13T14:00:00.000,087XX S KINGSTON AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,0423,004,7,46,08B,1194660,1847467,2026,2026-07-21T15:48:08.000,41.736370612,-87.562410769,"{'latitude': '41.736370612', 'longitude': '-87.562410769', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",43,21202,42,508,37,25,19,238,5
14264713,JK336630,2026-07-13T14:00:00.000,080XX S STONY ISLAND AVE,0820,THEFT,$500 AND UNDER,STREET,False,False,0411,004,8,45,06,1188211,1851967,2026,2026-07-21T15:48:08.000,41.748875144,-87.585894137,"{'latitude': '41.748875144', 'longitude': '-87.585894137', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",9,21202,41,133,35,61,19,224,10
14260946,JK331881,2026-07-13T13:59:00.000,006XX W HARRISON ST,1330,CRIMINAL TRESPASS,TO LAND,OTHER COMMERCIAL TRANSPORTATION,False,False,0124,001,34,28,26,1172257,1897564,2026,2026-07-21T15:48:08.000,41.874363279,-87.643013039,"{'latitude': '41.874363279', 'longitude': '-87.643013039', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",48,14917,29,97,26,44,22,147,28
14260524,JK331747,2026-07-13T13:55:00.000,006XX N CLARK ST,0560,ASSAULT,SIMPLE,RESTAURANT,True,False,1832,018,42,8,08A,1175432,1904246,2026,2026-07-21T15:48:08.000,41.892628411,-87.63115524,"{'latitude': '41.892628411', 'longitude': '-87.63115524', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",22,4446,37,670,36,55,14,72,42
14261101,JK331845,2026-07-13T13:52:00.000,108XX S HALSTED ST,1360,CRIMINAL TRESPASS,TO VEHICLE,STREET,False,False,2233,022,21,49,26,1172911,1832898,2026,2026-07-21T15:48:08.000,41.696898158,-87.642519436,"{'latitude': '41.696898158', 'longitude': '-87.642519436', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",45,21861,45,525,22,19,9,258,21
