id,case_number,date,block,iucr,primary_type,description,location_description,arrest,domestic,beat,district,ward,community_area,fbi_code,x_coordinate,y_coordinate,year,updated_on,latitude,longitude,location,:@computed_region_awaf_s7ux,:@computed_region_6mkv_f3dw,:@computed_region_vrxf_vc4k,:@computed_region_bdys_3d7i,:@computed_region_43wa_7qmu,:@computed_region_rpca_8um6,:@computed_region_d9mm_jgwp,:@computed_region_d3ds_rm58,:@computed_region_8hcu_yrd4
14269400,JK342273,2026-07-18T00:00:00.000,065XX S EVANS AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,False,False,0321,003,20,42,05,1182344,1861797,2026,2026-07-25T16:47:30.000,41.775987505,-87.60708865,"{'latitude': '41.775987505', 'longitude': '-87.60708865', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",53,22260,9,332,4,60,18,206,20
14269135,JK341999,2026-07-18T00:00:00.000,024XX S SAWYER AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,False,True,1024,010,25,30,26,1155082,1887563,2026,2026-07-25T16:47:30.000,41.847281168,-87.706340185,"{'latitude': '41.847281168', 'longitude': '-87.706340185', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14,21569,32,291,1,57,21,130,25
14268370,JK340619,2026-07-18T00:00:00.000,065XX S LANGLEY AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,CONSTRUCTION SITE,False,False,0321,003,20,42,14,1182016,1861840,2026,2026-07-25T16:47:30.000,41.776113096,-87.60828973,"{'latitude': '41.776113096', 'longitude': '-87.60828973', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",53,22260,9,332,4,60,18,206,20
14266618,JK338919,2026-07-18T00:00:00.000,044XX W OGDEN AVE,0460,BATTERY,SIMPLE,SIDEWALK,False,False,1013,010,22,29,08B,1147364,1887623,2026,2026-07-25T16:47:30.000,41.847596951,-87.734663977,"{'latitude': '41.847596951', 'longitude': '-87.734663977', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14,21569,30,125,28,57,21,161,22
14266273,JK338603,2026-07-18T00:00:00.000,111XX S COTTAGE GROVE AVE,0920,MOTOR VEHICLE THEFT,ATTEMPT - AUTOMOBILE,STREET,True,False,0531,005,9,50,07,1181773,1831020,2026,2026-07-25T16:47:30.000,41.691545041,-87.610129904,"{'latitude': '41.691545041', 'longitude': '-87.610129904', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",30,21861,45,253,43,19,10,265,11
14265776,JK337970,2026-07-18T00:00:00.000,067XX S CONSTANCE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,0332,003,5,43,08B,1189698,1860727,2026,2026-07-25T16:47:30.000,41.772877757,-87.580164253,"{'latitude': '41.772877757', 'longitude': '-87.580164253', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",32,22538,39,381,33,24,18,212,3
14265967,JK338261,2026-07-18T00:00:00.000,001XX N HOYNE AVE,0460,BATTERY,SIMPLE,STREET,False,False,1223,012,27,28,08B,1162390,1900901,2026,2026-07-25T16:47:30.000,41.883732346,-87.679146759,"{'latitude': '41.883732346', 'longitude': '-87.679146759', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",48,21184,29,37,46,28,15,75,27
14268170,JK340818,2026-07-18T00:00:00.000,002XX N KOLMAR AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,SCHOOL - PRIVATE BUILDING,False,False,1113,011,28,26,14,1146037,1900783,2026,2026-07-25T16:47:30.000,41.883734918,-87.739199887,"{'latitude': '41.883734918', 'longitude': '-87.739199887', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11,21572,27,732,23,30,16,90,28
14270101,JK342622,2026-07-18T00:00:00.000,022XX W ROSCOE ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,False,False,1921,019,32,5,11,1160871,1922541,2026,2026-07-25T16:47:30.000,41.943145735,-87.684123166,"{'latitude': '41.943145735', 'longitude': '-87.684123166', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",16,21538,46,615,40,39,5,21,32
14266465,JK338366,2026-07-18T00:00:00.000,003XX W 116TH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,0522,005,21,53,08B,1176179,1828007,2026,2026-07-25T16:47:30.000,41.68340397,-87.630700035,"{'latitude': '41.68340397', 'longitude': '-87.630700035', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",45,21861,50,255,22,19,10,267,21
14265436,JK337676,2026-07-18T00:00:00.000,076XX S STEWART AVE,0620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,False,True,0621,006,17,69,05,1174947,1854378,2026,2026-07-25T16:47:30.000,41.755797128,-87.634426259,"{'latitude': '41.755797128', 'longitude': '-87.634426259', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",17,21554,67,495,31,59,20,228,17
14265957,JK338215,2026-07-18T00:00:00.000,106XX S CALUMET AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,0512,005,9,49,14,1180466,1834390,2026,2026-07-25T16:47:30.000,41.700822798,-87.614812017,"{'latitude': '41.700822798', 'longitude': '-87.614812017', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",30,21861,45,236,43,19,10,256,11
14265936,JK338244,2026-07-18T00:00:00.000,020XX N LOREL AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,2515,025,36,19,08B,1140385,1913277,2026,2026-07-25T16:47:30.000,41.918125431,-87.759648007,"{'latitude': '41.918125431', 'longitude': '-87.759648007', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,22615,19,307,44,2,6,133,36
14271769,JK344460,2026-07-18T00:00:00.000,019XX W IRVING PARK RD,0810,THEFT,OVER $500,RESIDENCE - PORCH / HALLWAY,False,False,1922,019,47,5,06,1162702,1926575,2026,2026-07-25T16:47:30.000,41.954176993,-87.677279846,"{'latitude': '41.954176993', 'longitude': '-87.677279846', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",13,21186,46,644,18,53,5,8,47
14265764,JK338013,2026-07-18T00:00:00.000,011XX S WOOD ST,0810,THEFT,OVER $500,APARTMENT,False,True,1231,012,27,28,06,1164555,1894932,2026,2026-07-25T16:47:30.000,41.867307342,-87.671365749,"{'latitude': '41.867307342', 'longitude': '-87.671365749', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",48,21184,29,5,46,28,15,136,27
14270895,JK342809,2026-07-18T00:00:00.000,023XX W 48TH ST,0460,BATTERY,SIMPLE,SIDEWALK,False,False,0931,009,15,61,08B,1161550,1872791,2026,2026-07-25T16:47:30.000,41.806613077,-87.683012944,"{'latitude': '41.806613077', 'longitude': '-87.683012944', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",29,14924,59,788,3,37,23,119,15
14266060,JK338444,2026-07-17T23:59:00.000,023XX N LAKEWOOD AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,1811,018,2,7,07,1167255,1915704,2026,2026-07-25T16:47:30.000,41.924249585,-87.660855983,"{'latitude': '41.924249585', 'longitude': '-87.660855983', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",16,21190,68,210,11,16,14,186,2
14265395,JK337609,2026-07-17T23:57:00.000,087XX S STONY ISLAND AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,PARKING LOT / GARAGE (NON RESIDENTIAL),True,True,0412,004,8,48,08B,1188438,1847365,2026,2026-07-25T16:47:30.000,41.736241394,-87.585208942,"{'latitude': '41.736241394', 'longitude': '-87.585208942', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",9,21202,44,473,35,25,19,240,10
14265441,JK337632,2026-07-17T23:55:00.000,028XX S DRAKE AVE,041A,BATTERY,AGGRAVATED - HANDGUN,ALLEY,False,False,1032,010,22,30,04B,1153164,1884889,2026,2026-07-25T16:47:30.000,41.839981596,-87.713450123,"{'latitude': '41.839981596', 'longitude': '-87.713450123', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14,21569,32,312,28,57,21,166,22
14265583,JK337686,2026-07-17T23:55:00.000,057XX W BLOOMINGDALE AVE,0760,BURGLARY,BURGLARY FROM MOTOR VEHICLE,STREET,False,False,2531,025,29,25,06,1137890,1911257,2026,2026-07-25T16:47:30.000,41.912627751,-87.768863775,"{'latitude': '41.912627751', 'longitude': '-87.768863775', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",52,22615,26,597,7,2,6,154,29
14265525,JK337802,2026-07-17T23:50:00.000,070XX S COTTAGE GROVE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,POLICE FACILITY / VEHICLE PARKING LOT,True,False,0321,003,6,42,14,1182773,1858454,2026,2026-07-25T16:47:30.000,41.76680404,-87.605619683,"{'latitude': '41.76680404', 'longitude': '-87.605619683', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",32,22260,67,121,33,60,18,206,3
14265437,JK337655,2026-07-17T23:49:00.000,022XX S WENTWORTH AVE,0460,BATTERY,SIMPLE,BAR OR TAVERN,True,False,0914,009,11,34,08B,1175326,1889391,2026,2026-07-25T16:47:30.000,41.851867728,-87.631990294,"{'latitude': '41.851867728', 'longitude': '-87.631990294', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",8,21194,35,3,26,40,23,157,7
14265600,JK337677,2026-07-17T23:47:00.000,073XX S PRINCETON AVE,0460,BATTERY,SIMPLE,APARTMENT,False,True,0731,007,6,69,08B,1175566,1856220,2026,2026-07-25T16:47:30.000,41.760837972,-87.632102754,"{'latitude': '41.760837972', 'longitude': '-87.632102754', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",17,21559,67,494,32,11,17,210,4
14265403,JK337627,2026-07-17T23:45:00.000,082XX S HALSTED ST,0560,ASSAULT,SIMPLE,OTHER (SPECIFY),False,True,0613,006,17,71,08A,1172405,1850250,2026,2026-07-25T16:47:30.000,41.744525654,-87.643863295,"{'latitude': '41.744525654', 'longitude': '-87.643863295', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",18,21554,70,487,13,59,20,236,4
14265396,JK337645,2026-07-17T23:43:00.000,006XX E 75TH ST,502R,OTHER OFFENSE,VEHICLE TITLE / REGISTRATION OFFENSE,STREET,True,False,0624,006,6,69,26,1181651,1855416,2026,2026-07-25T16:47:30.000,41.758493431,-87.609825873,"{'latitude': '41.758493431', 'longitude': '-87.609825873', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",31,21546,67,496,32,61,20,227,4
14265474,JK337625,2026-07-17T23:40:00.000,039XX W 63RD ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,True,True,0823,008,23,65,08B,1151233,1862537,2026,2026-07-25T16:47:30.000,41.778682544,-87.721120441,"{'latitude': '41.778682544', 'longitude': '-87.721120441', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",23,21867,63,339,6,58,13,276,23
14265414,JK337610,2026-07-17T23:37:00.000,035XX N CLARK ST,0460,BATTERY,SIMPLE,SIDEWALK,True,False,1924,019,44,6,08B,1168657,1923609,2026,2026-07-25T16:47:30.000,41.945910991,-87.655474824,"{'latitude': '41.945910991', 'longitude': '-87.655474824', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",38,4449,57,211,25,22,5,28,44
14265431,JK337642,2026-07-17T23:30:00.000,001XX S CENTRAL AVE,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,APARTMENT,False,True,1513,015,29,25,26,1139076,1898876,2026,2026-07-25T16:47:30.000,41.878631263,-87.764808046,"{'latitude': '41.878631263', 'longitude': '-87.764808046', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",52,22216,26,67,7,32,25,99,29
14265493,JK337661,2026-07-17T23:30:00.000,097XX S AVENUE M,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,False,0432,004,10,52,14,1201463,1841112,2026,2026-07-25T16:47:30.000,41.718762098,-87.537702693,"{'latitude': '41.718762098', 'longitude': '-87.537702693', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",47,21202,49,528,47,25,19,247,6
14265734,JK338031,2026-07-17T23:30:00.000,048XX S THROOP ST,0497,BATTERY,AGGRAVATED DOMESTIC BATTERY - OTHER DANGEROUS WEAPON,APARTMENT,False,True,0933,009,20,61,04B,1168475,1872762,2026,2026-07-25T16:47:30.000,41.806386902,-87.657615177,"{'latitude': '41.806386902', 'longitude': '-87.657615177', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",53,14924,59,739,4,37,23,118,20
14265398,JK337597,2026-07-17T23:26:00.000,028XX N LOCKWOOD AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,True,True,2514,025,31,19,08B,1140552,1918531,2026,2026-07-25T16:47:30.000,41.932539896,-87.758905114,"{'latitude': '41.932539896', 'longitude': '-87.758905114', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",7,22618,19,303,17,21,6,177,31
14265515,JK337618,2026-07-17T23:25:00.000,024XX W LEXINGTON ST,0560,ASSAULT,SIMPLE,APARTMENT,False,True,1135,011,28,28,08A,1160184,1896630,2026,2026-07-25T16:47:30.000,41.872058188,-87.687365431,"{'latitude': '41.872058188', 'longitude': '-87.687365431', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",48,21184,29,756,23,28,16,146,28
14265388,JK337615,2026-07-17T23:22:00.000,009XX W GLENLAKE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,2433,024,48,77,08B,1168708,1940540,2026,2026-07-25T16:47:30.000,41.992369063,-87.65479449,"{'latitude': '41.992369063', 'longitude': '-87.65479449', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",40,4451,76,46,16,14,11,50,48
14265393,JK337623,2026-07-17T23:20:00.000,035XX W VAN BUREN ST,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,True,False,1133,011,28,27,15,1152955,1897800,2026,2026-07-25T16:47:30.000,41.875415013,-87.713875252,"{'latitude': '41.875415013', 'longitude': '-87.713875252', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11,21572,28,783,23,30,16,141,28
14265346,JK337592,2026-07-17T23:20:00.000,055XX W GRAND AVE,2022,NARCOTICS,POSSESS - COCAINE,POLICE FACILITY / VEHICLE PARKING LOT,True,False,2515,025,37,19,18,1138788,1913480,2026,2026-07-25T16:47:30.000,41.918711651,-87.76551063,"{'latitude': '41.918711651', 'longitude': '-87.76551063', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,22615,19,307,44,2,6,133,36
29250,JK337577,2026-07-17T23:20:00.000,004XX W MARQUETTE RD,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,False,False,0722,007,6,68,01A,1174447,1860502,2026,2026-07-25T16:47:30.000,41.772613237,-87.636076711,"{'latitude': '41.772613237', 'longitude': '-87.636076711', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",31,21559,66,479,32,11,17,201,4
14265451,JK337667,2026-07-17T23:15:00.000,020XX W IRVING PARK RD,0460,BATTERY,SIMPLE,STREET,False,False,1911,019,47,5,08B,1161866,1926553,2026,2026-07-25T16:47:30.000,41.954134144,-87.680353704,"{'latitude': '41.954134144', 'longitude': '-87.680353704', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",13,21538,46,613,18,39,5,10,47
14265434,JK337600,2026-07-17T23:15:00.000,056XX W MADISON ST,051A,ASSAULT,AGGRAVATED - HANDGUN,VEHICLE NON-COMMERCIAL,False,False,1513,015,29,25,04A,1138864,1899459,2026,2026-07-25T16:47:30.000,41.880234943,-87.765572318,"{'latitude': '41.880234943', 'longitude': '-87.765572318', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",52,22216,26,618,7,32,25,99,29
14265408,JK337621,2026-07-17T23:14:00.000,090XX S DAUPHIN AVE,0810,THEFT,OVER $500,APARTMENT,False,False,0633,006,8,44,06,1183739,1845408,2026,2026-07-25T16:47:30.000,41.730981965,-87.602485124,"{'latitude': '41.730981965', 'longitude': '-87.602485124', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",9,21546,43,429,35,61,20,248,10
14265593,JK337747,2026-07-17T23:05:00.000,003XX S CLARK ST,1310,CRIMINAL DAMAGE,TO PROPERTY,COMMERCIAL / BUSINESS OFFICE,False,False,0113,001,4,32,14,1175580,1898832,2026,2026-07-25T16:47:30.000,41.877768763,-87.630774485,"{'latitude': '41.877768763', 'longitude': '-87.630774485', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",48,14912,38,92,10,29,22,126,9
14265702,JK338028,2026-07-17T23:00:00.000,065XX S LANGLEY AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,0321,003,20,42,07,1182017,1861773,2026,2026-07-25T16:47:30.000,41.775929219,-87.608288134,"{'latitude': '41.775929219', 'longitude': '-87.608288134', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",53,22260,9,332,4,60,18,206,20
14266351,JK337804,2026-07-17T23:00:00.000,070XX S CLYDE AVE,0560,ASSAULT,SIMPLE,APARTMENT,False,True,0331,003,5,43,08A,1191432,1858600,2026,2026-07-25T16:47:30.000,41.766999258,-87.573876821,"{'latitude': '41.766999258', 'longitude': '-87.573876821', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",32,22538,39,152,33,24,18,262,3
14265731,JK338010,2026-07-17T23:00:00.000,0000X N PINE AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,1522,015,29,25,07,1139496,1900021,2026,2026-07-25T16:47:30.000,41.881765647,-87.763237941,"{'latitude': '41.881765647', 'longitude': '-87.763237941', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11,22216,26,674,7,32,25,97,29
14265502,JK337733,2026-07-17T23:00:00.000,017XX W 81ST ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,0611,006,17,71,07,1166313,1850986,2026,2026-07-25T16:47:30.000,41.746677122,-87.666164262,"{'latitude': '41.746677122', 'longitude': '-87.666164262', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",6,21554,70,574,13,59,20,237,17
14268009,JK340744,2026-07-17T23:00:00.000,044XX N SPRINGFIELD AVE,0760,BURGLARY,BURGLARY FROM MOTOR VEHICLE,STREET,False,False,1723,017,33,14,06,1149593,1929224,2026,2026-07-25T16:47:30.000,41.961711305,-87.725401417,"{'latitude': '41.961711305', 'longitude': '-87.725401417', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",28,21849,14,117,12,20,1,9,33
14265847,JK338123,2026-07-17T23:00:00.000,017XX W 18TH PL,0710,THEFT,THEFT FROM MOTOR VEHICLE,STREET,False,False,1234,012,25,31,06,1165038,1891118,2026,2026-07-25T16:47:30.000,41.856831149,-87.66970082,"{'latitude': '41.856831149', 'longitude': '-87.66970082', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",8,14920,33,343,26,43,15,121,25
14265556,JK337647,2026-07-17T23:00:00.000,023XX W BLOOMINGDALE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,1434,014,32,22,14,1160620,1911927,2026,2026-07-25T16:47:30.000,41.914025425,-87.685340545,"{'latitude': '41.914025425', 'longitude': '-87.685340545', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",24,22535,23,373,40,1,7,192,32
14265781,JK337999,2026-07-17T23:00:00.000,074XX S RHODES AVE,0820,THEFT,$500 AND UNDER,STREET,False,False,0323,003,6,69,06,1181194,1855789,2026,2026-07-25T16:47:30.000,41.759527517,-87.611489255,"{'latitude': '41.759527517', 'longitude': '-87.611489255', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",31,21546,67,515,32,61,18,223,4
14265483,JK337683,2026-07-17T23:00:00.000,080XX S BLACKSTONE AVE,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,False,False,0411,004,8,45,05,1187558,1852073,2026,2026-07-25T16:47:30.000,41.749181559,-87.588283574,"{'latitude': '41.749181559', 'longitude': '-87.588283574', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",9,21546,41,133,35,61,19,224,10
14266307,JK337853,2026-07-17T22:55:00.000,012XX W ADDISON ST,1320,CRIMINAL DAMAGE,TO VEHICLE,OTHER (SPECIFY),False,False,1924,019,44,6,14,1167207,1924039,2026,2026-07-25T16:47:30.000,41.947122273,-87.660792096,"{'latitude': '41.947122273', 'longitude': '-87.660792096', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",38,21186,57,728,25,53,5,12,44
14265407,JK337617,2026-07-17T22:55:00.000,013XX W 108TH PL,0820,THEFT,$500 AND UNDER,APARTMENT,True,True,2234,022,21,75,06,1169335,1832815,2026,2026-07-25T16:47:30.000,41.696748354,-87.655615061,"{'latitude': '41.696748354', 'longitude': '-87.655615061', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",45,22212,74,315,22,13,9,263,21
14265419,JK337596,2026-07-17T22:55:00.000,034XX N MILWAUKEE AVE,0320,ROBBERY,STRONG ARM - NO WEAPON,COMMERCIAL / BUSINESS OFFICE,False,False,1731,017,30,16,03,1148170,1922518,2026,2026-07-25T16:47:30.000,41.943337096,-87.730806549,"{'latitude': '41.943337096', 'longitude': '-87.730806549', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",27,22618,16,329,21,21,1,25,30
14265476,JK337630,2026-07-17T22:50:00.000,008XX W WILSON AVE,1710,OFFENSE INVOLVING CHILDREN,ENDANGERING LIFE / HEALTH OF CHILD,SIDEWALK,False,False,1914,019,46,3,20,1169817,1930752,2026,2026-07-25T16:47:30.000,41.965486378,-87.651002044,"{'latitude': '41.965486378', 'longitude': '-87.651002044', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",37,22616,31,19,39,15,5,4,46
14265704,JK338017,2026-07-17T22:47:00.000,007XX N LOCKWOOD AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,1524,015,37,25,07,1140890,1904422,2026,2026-07-25T16:47:30.000,41.893817009,-87.758010784,"{'latitude': '41.893817009', 'longitude': '-87.758010784', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,22216,26,673,45,32,25,67,37
14265352,JK337554,2026-07-17T22:46:00.000,050XX S PRINCETON AVE,1479,CONCEALED CARRY LICENSE VIOLATION,ARMED WHILE UNDER THE INFLUENCE,STREET,True,False,0935,009,20,37,15,1175141,1871470,2026,2026-07-25T16:47:30.000,41.802695112,-87.633205311,"{'latitude': '41.802695112', 'longitude': '-87.633205311', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12,14924,3,224,9,37,23,117,20
14265466,JK337590,2026-07-17T22:45:00.000,038XX W 84TH PL,0460,BATTERY,SIMPLE,ALLEY,False,False,0834,008,18,70,08B,1152303,1848266,2026,2026-07-25T16:47:30.000,41.739499595,-87.717572188,"{'latitude': '41.739499595', 'longitude': '-87.717572188', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",6,4300,69,198,30,8,13,232,18
14265367,JK337589,2026-07-17T22:45:00.000,091XX S BALTIMORE AVE,0560,ASSAULT,SIMPLE,STREET,False,True,0424,004,10,46,08A,1198485,1844963,2026,2026-07-25T16:47:30.000,41.729404564,-87.548481235,"{'latitude': '41.729404564', 'longitude': '-87.548481235', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",47,21202,42,510,47,25,19,239,6
14267578,JK340163,2026-07-17T22:44:00.000,081XX S COLES AVE,0820,THEFT,$500 AND UNDER,APARTMENT,False,False,0422,004,7,46,06,1198233,1851622,2026,2026-07-25T16:47:30.000,41.74768367,-87.549182091,"{'latitude': '41.74768367', 'longitude': '-87.549182091', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",43,21202,42,505,37,25,19,234,5
14265410,JK337652,2026-07-17T22:40:00.000,080XX S YATES BLVD,0520,ASSAULT,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,APARTMENT,False,True,0414,004,7,46,04A,1193589,1852021,2026,2026-07-25T16:47:30.000,41.748893435,-87.566185736,"{'latitude': '41.748893435', 'longitude': '-87.566185736', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",43,21202,42,507,37,25,19,222,5
14265379,JK337568,2026-07-17T22:40:00.000,050XX S PRINCETON AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,True,False,0935,009,20,37,15,1175138,1871592,2026,2026-07-25T16:47:30.000,41.803029959,-87.633212669,"{'latitude': '41.803029959', 'longitude': '-87.633212669', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12,14924,3,224,9,37,23,117,20
14265400,JK337586,2026-07-17T22:37:00.000,015XX S HARDING AVE,501A,OTHER OFFENSE,ANIMAL ABUSE / NEGLECT,APARTMENT,False,True,1014,010,24,29,26,1150301,1892111,2026,2026-07-25T16:47:30.000,41.859855885,-87.723768105,"{'latitude': '41.859855885', 'longitude': '-87.723768105', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",36,21569,30,33,14,57,21,156,24
14265420,JK337595,2026-07-17T22:37:00.000,013XX W 18TH PL,1320,CRIMINAL DAMAGE,TO VEHICLE,APARTMENT,False,True,1233,012,25,31,14,1167712,1891196,2026,2026-07-25T16:47:30.000,41.856988055,-87.659883565,"{'latitude': '41.856988055', 'longitude': '-87.659883565', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",8,14920,33,365,26,43,15,150,25
14265455,JK337588,2026-07-17T22:30:00.000,042XX N SHERIDAN RD,0340,ROBBERY,ATTEMPT STRONG ARM - NO WEAPON,ALLEY,False,False,1915,019,46,3,03,1168837,1928412,2026,2026-07-25T16:47:30.000,41.959086698,-87.65467341,"{'latitude': '41.959086698', 'longitude': '-87.65467341', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",37,21186,31,577,39,53,5,5,46
14265375,JK337584,2026-07-17T22:30:00.000,094XX S JUSTINE ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,False,True,2221,022,21,73,08B,1167656,1842221,2026,2026-07-25T16:47:30.000,41.722595998,-87.661493876,"{'latitude': '41.722595998', 'longitude': '-87.661493876', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",18,21554,72,195,13,59,9,245,21
